Date,Open,High,Low,Close,Volume,ticker
2021-07-08,23750.0,24500.0,18250.0,23050.0,738.9614,AGRI
2021-07-09,35932.5,42250.0,24500.0,28000.0,3973.5716,AGRI
2021-07-12,25000.0,25741.5,22350.0,23100.0,556.2074,AGRI
2021-07-13,22000.0,23000.0,19000.0,19750.0,657.238,AGRI
2021-07-14,21000.0,23000.0,18650.0,19300.0,462.8556,AGRI
2021-07-15,19050.0,19150.0,16600.0,18650.0,340.3496,AGRI
2021-07-16,18650.0,18650.0,16250.0,16550.0,104.538,AGRI
2021-07-19,15650.0,15849.5,14600.0,15150.0,148.29,AGRI
2021-07-20,15250.0,16200.0,14600.5,14900.0,154.0874,AGRI
2021-07-21,14900.0,15900.0,14750.0,15300.0,123.9016,AGRI
2021-07-22,15300.0,17550.0,15150.0,16300.0,274.7296,AGRI
2021-07-23,16300.0,19100.0,16300.0,16950.0,355.3894,AGRI
2021-07-26,16500.0,17249.0,14750.0,15050.0,135.2548,AGRI
2021-07-27,15250.0,15562.0,14250.0,14550.0,46.9824,AGRI
2021-07-28,14500.0,15600.0,14350.0,15350.0,92.4454,AGRI
2021-07-29,15600.0,16995.0,15300.0,15750.0,122.3434,AGRI
2021-07-30,15550.0,17250.0,15400.0,16650.0,1065.3038,AGRI
2021-08-02,19900.0,20500.0,17100.0,17950.0,2053.9364,AGRI
2021-08-03,17100.0,18200.0,15750.0,17350.0,516.584,AGRI
2021-08-04,16200.0,17000.0,14850.0,15249.5,142.457,AGRI
2021-08-05,15050.0,16099.5,15050.0,15550.0,138.7636,AGRI
2021-08-06,15550.0,15639.5,14850.5,15100.5,71.5914,AGRI
2021-08-09,15050.0,15800.0,15000.0,15250.0,71.137,AGRI
2021-08-10,15100.0,15950.0,14500.0,14700.0,183.1748,AGRI
2021-08-11,14650.0,15250.0,14400.0,14850.0,54.1442,AGRI
2021-08-12,14900.0,15250.0,14463.0,14550.0,36.8738,AGRI
2021-08-13,14550.0,14950.0,14250.0,14450.0,60.697,AGRI
2021-08-16,14250.0,14387.5,13150.0,13200.0,57.9596,AGRI
2021-08-17,12921.5,13000.0,12125.0,12350.0,49.9556,AGRI
2021-08-18,12250.0,13150.0,12050.0,12650.0,84.8006,AGRI
2021-08-19,13050.0,13050.0,11575.0,11750.0,128.4008,AGRI
2021-08-20,11650.0,11950.0,11450.0,11500.0,46.4164,AGRI
2021-08-23,11500.0,11550.0,10950.0,11150.0,59.849,AGRI
2021-08-24,11250.0,11650.0,10900.0,11150.0,44.1492,AGRI
2021-08-25,11400.0,12000.0,11150.0,11950.0,54.6246,AGRI
2021-08-26,11550.0,11950.0,11550.0,11650.0,25.8168,AGRI
2021-08-27,11650.0,11949.5,11450.0,11850.0,50.6726,AGRI
2021-08-30,11950.0,12382.5,11500.0,11500.0,40.35,AGRI
2021-08-31,11500.0,11850.0,11415.0,11800.0,39.2164,AGRI
2021-09-01,11900.0,11900.0,11325.0,11700.0,20.4946,AGRI
2021-09-02,11700.0,11800.0,11500.0,11650.0,20.5094,AGRI
2021-09-03,11550.0,12150.0,11450.0,12000.0,41.9432,AGRI
2021-09-07,11950.0,12250.0,11650.0,11900.0,25.6542,AGRI
2021-09-08,11850.0,11900.0,11400.0,11450.0,20.1518,AGRI
2021-09-09,11850.0,12000.0,11600.0,11900.0,36.5258,AGRI
2021-09-10,11900.0,12850.0,11750.0,12700.5,154.1422,AGRI
2021-09-13,12950.0,13450.0,12450.0,12550.0,68.8508,AGRI
2021-09-14,12350.0,12450.0,11550.0,11550.0,88.1082,AGRI
2021-09-15,11450.0,14849.5,11250.0,12850.0,1133.9798,AGRI
2021-09-16,12300.0,12650.0,11600.0,12050.0,84.0656,AGRI
2021-09-17,11900.0,12100.0,11750.0,11875.0,28.3434,AGRI
2021-09-20,11600.0,11670.0,11250.0,11300.0,24.388,AGRI
2021-09-21,11300.0,11950.0,11271.5,11500.0,21.021,AGRI
2021-09-22,11400.0,11750.0,11250.0,11550.0,22.7684,AGRI
2021-09-23,11550.0,12000.0,11500.0,11950.0,22.265,AGRI
2021-09-24,11950.0,12650.0,11600.0,12267.5,73.0224,AGRI
2021-09-27,12400.0,12500.0,11689.0,11850.0,27.5386,AGRI
2021-09-28,11750.0,11900.0,11400.0,11681.0,39.9834,AGRI
2021-09-29,11543.5,11847.5,11350.0,11500.0,30.1822,AGRI
2021-09-30,11650.0,11700.0,11000.0,11150.0,69.2932,AGRI
2021-10-01,11129.0,11350.0,11000.0,11075.0,9.015,AGRI
2021-10-04,11100.0,11200.0,9550.0,10050.0,35.8242,AGRI
2021-10-05,10250.0,10550.0,9850.5,10200.0,18.8314,AGRI
2021-10-06,10100.0,10100.0,8952.0,9000.0,32.0272,AGRI
2021-10-07,9200.0,9700.0,9098.5,9400.0,26.567,AGRI
2021-10-08,9450.0,9700.0,9150.0,9150.0,8.9872,AGRI
